Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,31205,2001,8,21,0,1,N
IDCJAC0009,31205,2001,8,22,0,1,N
IDCJAC0009,31205,2001,8,23,0,1,N
IDCJAC0009,31205,2001,8,24,1,1,N
IDCJAC0009,31205,2001,8,25,0,1,N
IDCJAC0009,31205,2001,8,26,1,1,N
IDCJAC0009,31205,2001,8,27,0,1,N
IDCJAC0009,31205,2001,8,28,0,1,N
IDCJAC0009,31205,2001,8,29,0,1,N
IDCJAC0009,31205,2001,8,30,0,1,N
IDCJAC0009,31205,2001,8,31,0,1,N
IDCJAC0009,31205,2001,9,1,0,1,N
IDCJAC0009,31205,2001,9,2,0,1,N
IDCJAC0009,31205,2001,9,3,0,1,N
IDCJAC0009,31205,2001,9,4,0,1,N
IDCJAC0009,31205,2001,9,5,0,1,N
IDCJAC0009,31205,2001,9,6,0,1,N
IDCJAC0009,31205,2001,9,7,0,1,N
IDCJAC0009,31205,2001,9,8,0,1,N
IDCJAC0009,31205,2001,9,9,0,1,N
IDCJAC0009,31205,2001,9,10,1,1,N
IDCJAC0009,31205,2001,9,11,0,1,N
IDCJAC0009,31205,2001,9,12,0,1,N
IDCJAC0009,31205,2001,9,13,0,1,N
IDCJAC0009,31205,2001,9,14,0,1,N
IDCJAC0009,31205,2001,9,15,0,1,N
IDCJAC0009,31205,2001,9,16,0,1,N
IDCJAC0009,31205,2001,9,17,0,1,N
IDCJAC0009,31205,2001,9,18,0,1,N
IDCJAC0009,31205,2001,9,19,21,1,N
IDCJAC0009,31205,2001,9,20,2,1,N
IDCJAC0009,31205,2001,9,21,15,1,N
IDCJAC0009,31205,2001,9,22,0,1,N
IDCJAC0009,31205,2001,9,23,1,1,N
IDCJAC0009,31205,2001,9,24,6,1,N
IDCJAC0009,31205,2001,9,25,1,1,N
IDCJAC0009,31205,2001,9,26,0,1,N
IDCJAC0009,31205,2001,9,27,0,1,N
IDCJAC0009,31205,2001,9,28,0,1,N
IDCJAC0009,31205,2001,9,29,2,1,N
IDCJAC0009,31205,2001,9,30,7,1,N
IDCJAC0009,31205,2001,10,1,0,1,N
IDCJAC0009,31205,2001,10,2,0,1,N
IDCJAC0009,31205,2001,10,3,0,1,N
IDCJAC0009,31205,2001,10,4,0,1,N
IDCJAC0009,31205,2001,10,5,0,1,N
IDCJAC0009,31205,2001,10,6,0,1,N
IDCJAC0009,31205,2001,10,7,0,1,N
IDCJAC0009,31205,2001,10,8,0,1,N
IDCJAC0009,31205,2001,10,9,0,1,N
IDCJAC0009,31205,2001,10,10,0,1,N
IDCJAC0009,31205,2001,10,11,0,1,N
IDCJAC0009,31205,2001,10,12,0,1,N
IDCJAC0009,31205,2001,10,13,0,1,N
IDCJAC0009,31205,2001,10,14,0,1,N
IDCJAC0009,31205,2001,10,15,0,1,N
IDCJAC0009,31205,2001,10,16,0,1,N
IDCJAC0009,31205,2001,10,17,0,1,N
IDCJAC0009,31205,2001,10,18,5,1,N
IDCJAC0009,31205,2001,10,19,13,1,N
IDCJAC0009,31205,2001,10,20,0,1,N
IDCJAC0009,31205,2001,10,21,3,1,N
IDCJAC0009,31205,2001,10,22,0,1,N
IDCJAC0009,31205,2001,10,23,2,1,N
IDCJAC0009,31205,2001,10,24,0,1,N
IDCJAC0009,31205,2001,10,25,1,1,N
IDCJAC0009,31205,2001,10,26,0,1,N
IDCJAC0009,31205,2001,10,27,4,1,N
IDCJAC0009,31205,2001,10,28,0,1,N
IDCJAC0009,31205,2001,10,29,0,1,N
IDCJAC0009,31205,2001,10,30,0,1,N
IDCJAC0009,31205,2001,10,31,0,1,N
IDCJAC0009,31205,2001,11,1,0,1,N
IDCJAC0009,31205,2001,11,2,0,1,N
IDCJAC0009,31205,2001,11,3,0,1,N
IDCJAC0009,31205,2001,11,4,0,1,N
IDCJAC0009,31205,2001,11,5,0,1,N
IDCJAC0009,31205,2001,11,6,0,1,N
IDCJAC0009,31205,2001,11,7,0,1,N
IDCJAC0009,31205,2001,11,8,0,1,N
IDCJAC0009,31205,2001,11,9,0,1,N
IDCJAC0009,31205,2001,11,10,0,1,N
IDCJAC0009,31205,2001,11,11,0,1,N
IDCJAC0009,31205,2001,11,12,0,1,N
IDCJAC0009,31205,2001,11,13,0,1,N
IDCJAC0009,31205,2001,11,14,0,1,N
IDCJAC0009,31205,2001,11,15,3,1,N
IDCJAC0009,31205,2001,11,16,7,1,N
IDCJAC0009,31205,2001,11,17,0,1,N
IDCJAC0009,31205,2001,11,18,1,1,N
IDCJAC0009,31205,2001,11,19,0,1,N
IDCJAC0009,31205,2001,11,20,0,1,N
IDCJAC0009,31205,2001,11,21,0,1,N
IDCJAC0009,31205,2001,11,22,0,1,N
IDCJAC0009,31205,2001,11,23,70,1,N
IDCJAC0009,31205,2001,11,24,6,1,N
IDCJAC0009,31205,2001,11,25,1,1,N
IDCJAC0009,31205,2001,11,26,0,1,N
IDCJAC0009,31205,2001,11,27,0,1,N
IDCJAC0009,31205,2001,11,28,11,1,N
IDCJAC0009,31205,2001,11,29,0,1,N
IDCJAC0009,31205,2001,11,30,37,1,N
IDCJAC0009,31205,2001,12,1,0,1,N
IDCJAC0009,31205,2001,12,2,0,1,N
IDCJAC0009,31205,2001,12,3,0,1,N
IDCJAC0009,31205,2001,12,4,0,1,N
IDCJAC0009,31205,2001,12,5,0,1,N
IDCJAC0009,31205,2001,12,6,0,1,N
IDCJAC0009,31205,2001,12,7,0,1,N
IDCJAC0009,31205,2001,12,8,0,1,N
IDCJAC0009,31205,2001,12,9,0,1,N
IDCJAC0009,31205,2001,12,10,0,1,N
IDCJAC0009,31205,2001,12,11,0,1,N
IDCJAC0009,31205,2001,12,12,0,1,N
IDCJAC0009,31205,2001,12,13,0,1,N
IDCJAC0009,31205,2001,12,14,39,1,N
IDCJAC0009,31205,2001,12,15,1,1,N
IDCJAC0009,31205,2001,12,16,2,1,N
IDCJAC0009,31205,2001,12,17,10,1,N
IDCJAC0009,31205,2001,12,18,0,1,N
IDCJAC0009,31205,2001,12,19,9,1,N
IDCJAC0009,31205,2001,12,20,0,1,N
IDCJAC0009,31205,2001,12,21,0,1,N
IDCJAC0009,31205,2001,12,22,0,1,N
IDCJAC0009,31205,2001,12,23,0,1,N
IDCJAC0009,31205,2001,12,24,0,1,N
IDCJAC0009,31205,2001,12,25,0,1,N
IDCJAC0009,31205,2001,12,26,0,1,N
IDCJAC0009,31205,2001,12,27,0,1,N
IDCJAC0009,31205,2001,12,28,0,1,N
IDCJAC0009,31205,2001,12,29,0,1,N
IDCJAC0009,31205,2001,12,30,0,1,N
IDCJAC0009,31205,2001,12,31,0,1,N
IDCJAC0009,31205,2002,1,1,0,1,N
IDCJAC0009,31205,2002,1,2,9,1,N
IDCJAC0009,31205,2002,1,3,1,1,N
IDCJAC0009,31205,2002,1,4,5,1,N
IDCJAC0009,31205,2002,1,5,14,1,N
IDCJAC0009,31205,2002,1,6,2,1,N
IDCJAC0009,31205,2002,1,7,1,1,N
IDCJAC0009,31205,2002,1,8,11,1,N
IDCJAC0009,31205,2002,1,9,1,1,N
IDCJAC0009,31205,2002,1,10,0,1,N
IDCJAC0009,31205,2002,1,11,0,1,N
IDCJAC0009,31205,2002,1,12,0,1,N
IDCJAC0009,31205,2002,1,13,2,1,N
IDCJAC0009,31205,2002,1,14,7,1,N
IDCJAC0009,31205,2002,1,15,0,1,N
IDCJAC0009,31205,2002,1,16,2,1,N
IDCJAC0009,31205,2002,1,17,0,1,N
IDCJAC0009,31205,2002,1,18,7,1,N
IDCJAC0009,31205,2002,1,19,1,1,N
IDCJAC0009,31205,2002,1,20,19,1,N
IDCJAC0009,31205,2002,1,21,1,1,N
IDCJAC0009,31205,2002,1,22,0,1,N
IDCJAC0009,31205,2002,1,23,0,1,N
IDCJAC0009,31205,2002,1,24,0,1,N
IDCJAC0009,31205,2002,1,25,0,1,N
IDCJAC0009,31205,2002,1,26,21,1,N
IDCJAC0009,31205,2002,1,27,40,1,N
IDCJAC0009,31205,2002,1,28,39,1,N
IDCJAC0009,31205,2002,1,29,0,1,N
IDCJAC0009,31205,2002,1,30,0,1,N
IDCJAC0009,31205,2002,1,31,1,1,N
IDCJAC0009,31205,2002,2,1,11,1,N
IDCJAC0009,31205,2002,2,2,0,1,N
IDCJAC0009,31205,2002,2,3,20,1,N
